prefix,paramfile,duplication rate,loss rate,p,qratio,r,outgroup,q1,sco,lsd,lsdonly,replicate, lsdtrue, lsdonlytrue, max age, min age
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0.666667,FALSE,TRUE,FALSE,129,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,TRUE,130,TRUE, False,0.07862843,0.07862843
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0.333333,FALSE,TRUE,FALSE,131,TRUE, False,0.37312187,0.37312187
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0.78125,FALSE,TRUE,FALSE,132,TRUE, False,0.33265461,0.13074476
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,FALSE,133,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0.541667,FALSE,TRUE,FALSE,134,TRUE, False,0.33111479,0.33111479
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,FALSE,135,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,TRUE,136,TRUE, True,0.39226976,0.39226976
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,FALSE,FALSE,FALSE,137,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,TRUE,138,TRUE, False,0.43085314,0.08015338
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0.5,FALSE,FALSE,FALSE,139,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,TRUE,FALSE,TRUE,140,FALSE, True, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,FALSE,FALSE,FALSE,141,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,FALSE,TRUE,TRUE,142,TRUE, True,0.07331319,0.07331319
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,TRUE,143,TRUE, False,0.0438117,0.0438117
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,FALSE,TRUE,FALSE,144,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,FALSE,FALSE,FALSE,145,FALSE, False, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,FALSE,146,TRUE, False,0.03241186,0.03241186
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,TRUE,FALSE,TRUE,147,FALSE, True, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,TRUE,FALSE,148,TRUE, False,0.27675661,0.1093657
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,1,FALSE,FALSE,TRUE,149,FALSE, True, NA, NA
fixqr_lsdage_mp,config_files/config_fixqr_lsdage_mp.txt,1.00E-06,0,250000,20,750000,None,0,FALSE,FALSE,TRUE,150,FALSE, True, NA, NA
